station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,total_precipitation,fog,rain,snow,hail,thunder,tornado,formatted_date
725315,99999,2008,11,8,38.79999923706055,24,30.700000762939453,24,1007.5,21,10.0,24,14.699999809265137,24,20.0,26.0,35.599998474121094,1,0.0,0,0,0,0,0,0,2008-11-08
725317,99999,2008,5,9,53.900001525878906,24,49.79999923706055,24,1007.2000122070312,20,6.0,24,7.599999904632568,24,15.0,22.0,50.0,0,0.5,0,0,0,0,0,0,2008-05-09
725305,99999,2008,5,6,62.5,24,43.29999923706055,24,1013.5999755859375,24,9.300000190734863,24,4.199999809265137,24,23.899999618530273,34.0,44.599998474121094,1,0.0,0,0,0,0,0,0,2008-05-06
725317,99999,2008,7,25,69.69999694824219,24,65.0,24,1017.0999755859375,24,9.800000190734863,24,4.400000095367432,24,8.0,22.0,62.599998474121094,1,0.0,0,0,0,0,0,0,2008-07-25
725305,99999,2008,3,7,22.200000762939453,24,11.300000190734863,24,1025.199951171875,24,10.0,24,9.5,24,15.0,20.0,15.800000190734863,1,0.0,0,0,0,0,0,0,2008-03-07
725330,14827,2008,10,17,51.5,24,37.900001525878906,24,1024.199951171875,24,10.0,24,4.900000095367432,24,8.0,22.0,46.900001525878906,0,0.0,0,0,0,0,0,0,2008-10-17
725314,3960,2008,12,1,32.20000076293945,24,26.399999618530273,24,1005.0999755859375,20,7.699999809265137,24,13.0,24,20.0,25.100000381469727,28.0,0,0.009999999776482582,0,0,0,0,0,0,2008-12-01
725317,99999,2008,9,18,67.19999694824219,24,57.0,24,1023.5999755859375,24,9.5,24,2.0999999046325684,24,6.0,22.0,53.599998474121094,1,0.0,0,0,0,0,0,0,2008-09-18
725327,4846,2009,1,24,11.100000381469727,5,-1.5,5,1016.9375852304198,23,10.0,5,6.199999809265137,5,15.0,23.899999618530273,5.0,1,0.0,0,0,0,0,0,0,2009-01-24
725326,4894,2009,2,17,33.099998474121094,20,23.200000762939453,20,1016.9375852304198,23,9.899999618530273,20,5.5,20,9.899999618530273,16.899999618530273,26.600000381469727,1,0.0,0,0,0,0,0,0,2009-02-17
725320,14842,2009,1,9,31.600000381469727,21,20.899999618530273,21,1014.7999877929688,15,10.0,21,7.199999809265137,21,15.0,21.0,19.399999618530273,1,0.0,0,0,0,0,0,0,2009-01-09
725320,14842,2009,10,11,37.29999923706055,22,25.899999618530273,22,1028.699951171875,22,10.0,22,2.9000000953674316,22,6.0,22.0,32.0,0,0.0,0,0,0,0,0,0,2009-10-11
725326,4894,2009,6,8,71.4000015258789,24,63.900001525878906,24,1016.9375852304198,23,8.0,24,9.0,24,16.899999618530273,29.899999618530273,64.4000015258789,0,1.2100000381469727,0,0,0,0,0,0,2009-06-08
725326,4894,2009,12,19,29.399999618530273,24,25.5,24,1016.9375852304198,23,7.800000190734863,24,10.399999618530273,24,15.0,21.0,28.399999618530273,0,0.10000000149011612,0,0,0,0,0,0,2009-12-19
725326,4894,2009,2,22,15.399999618530273,24,7.199999809265137,24,1016.9375852304198,23,9.800000190734863,24,12.399999618530273,24,18.100000381469727,26.0,6.800000190734863,0,0.0,0,0,0,0,0,0,2009-02-22
725315,94870,2009,5,9,60.0,24,49.599998474121094,24,1011.0999755859375,20,9.699999809265137,24,11.800000190734863,24,20.0,28.0,51.099998474121094,0,0.07999999821186066,0,0,0,0,0,0,2009-05-09
725315,94870,2009,1,8,19.600000381469727,24,13.199999809265137,24,1009.7999877929688,22,8.100000381469727,24,12.699999809265137,24,18.100000381469727,22.0,12.199999809265137,1,0.0,0,0,0,0,0,0,2009-01-08
725317,53802,2009,10,29,55.29999923706055,24,52.099998474121094,24,1016.9000244140625,22,8.399999618530273,24,7.800000190734863,24,14.0,21.0,48.20000076293945,1,0.0,0,0,0,0,0,0,2009-10-29
725327,4846,2009,9,24,64.5,24,62.70000076293945,24,1021.5,13,3.700000047683716,24,1.600000023841858,24,5.099999904632568,22.0,60.099998474121094,0,0.0,1,1,1,1,1,1,2009-09-24
725300,94846,2009,12,15,23.399999618530273,24,15.100000381469727,24,1024.9000244140625,21,10.0,24,11.5,24,15.899999618530273,22.899999618530273,12.199999809265137,1,0.019999999552965164,0,0,0,0,0,0,2009-12-15
725300,94846,2009,9,10,70.5999984741211,24,62.0,24,1022.2999877929688,23,6.699999809265137,24,6.400000095367432,24,12.0,18.100000381469727,64.0,0,0.0,0,0,0,0,0,0,2009-09-10
725316,3887,2009,10,3,52.29999923706055,24,43.099998474121094,24,1006.7000122070312,22,9.800000190734863,24,9.699999809265137,24,14.0,21.0,48.20000076293945,1,0.009999999776482582,0,0,0,0,0,0,2009-10-03
725316,3887,2009,11,29,49.099998474121094,24,41.0,24,1009.2999877929688,21,9.199999809265137,24,10.300000190734863,24,15.899999618530273,20.0,44.099998474121094,0,0.029999999329447746,0,0,0,0,0,0,2009-11-29
725327,4846,2009,9,10,69.0999984741211,24,60.5,24,1022.2999877929688,22,6.300000190734863,24,5.599999904632568,24,11.100000381469727,16.899999618530273,60.099998474121094,0,0.009999999776482582,0,0,0,0,0,0,2009-09-10
725316,3887,2009,2,19,24.700000762939453,24,13.300000190734863,24,1016.5999755859375,22,9.300000190734863,24,14.399999618530273,24,22.899999618530273,29.899999618530273,17.100000381469727,0,0.009999999776482582,1,1,1,1,1,1,2009-02-19
725316,3887,2009,10,16,42.099998474121094,24,38.099998474121094,24,1018.7000122070312,16,8.300000190734863,24,6.699999809265137,24,9.899999618530273,22.0,39.20000076293945,1,0.019999999552965164,0,0,0,0,0,0,2009-10-16
725315,94870,2009,3,21,45.900001525878906,24,27.299999237060547,24,1028.300048828125,24,10.0,24,7.300000190734863,24,11.100000381469727,16.899999618530273,32.0,0,0.0,0,0,0,0,0,0,2009-03-21
725300,94846,2009,2,3,11.600000381469727,24,1.5,24,1019.4000244140625,24,9.800000190734863,24,12.100000381469727,24,20.0,28.899999618530273,1.0,0,0.0,0,0,0,0,0,0,2009-02-03
725317,53802,2009,9,8,67.0,24,61.0,24,1017.0999755859375,16,5.699999809265137,24,2.200000047683716,24,8.0,22.0,55.400001525878906,1,0.0,1,1,1,1,1,1,2009-09-08
725320,14842,2009,11,14,52.5,24,42.099998474121094,24,1008.9000244140625,23,9.300000190734863,24,7.0,24,13.0,20.0,39.900001525878906,0,0.0,0,0,0,0,0,0,2009-11-14
725330,14827,2009,1,14,6.599999904632568,24,0.4000000059604645,24,1021.4000244140625,18,5.5,24,7.300000190734863,24,13.0,22.0,-0.4000000059604645,1,0.029999999329447746,0,0,0,0,0,0,2009-01-14
725305,94892,2009,8,19,70.0,24,58.599998474121094,24,1013.4000244140625,21,8.600000381469727,24,4.699999809265137,24,15.0,23.899999618530273,57.0,0,0.3499999940395355,0,0,0,0,0,0,2009-08-19
725315,94870,2009,3,18,53.599998474121094,24,41.599998474121094,24,1018.2999877929688,24,9.199999809265137,24,8.600000381469727,24,19.0,23.899999618530273,41.0,0,0.009999999776482582,0,0,0,0,0,0,2009-03-18
725314,3960,2009,4,14,44.900001525878906,24,39.099998474121094,24,1011.7000122070312,20,9.600000381469727,24,11.100000381469727,24,14.0,16.899999618530273,42.099998474121094,0,0.10000000149011612,0,0,0,0,0,0,2009-04-14
725326,4894,2009,5,3,55.599998474121094,24,37.20000076293945,24,1016.9375852304198,23,9.800000190734863,24,3.5,24,9.899999618530273,15.899999618530273,39.20000076293945,1,0.0,0,0,0,0,0,0,2009-05-03
725330,14827,2009,4,5,42.79999923706055,24,34.900001525878906,24,1011.7000122070312,23,8.600000381469727,24,7.400000095367432,24,16.899999618530273,23.899999618530273,31.100000381469727,0,1.1699999570846558,0,0,0,0,0,0,2009-04-05
725316,3887,2009,1,23,33.900001525878906,24,27.100000381469727,24,1013.9000244140625,24,7.5,24,10.5,24,15.899999618530273,23.899999618530273,26.600000381469727,1,0.0,0,0,0,0,0,0,2009-01-23
725327,4846,2009,2,6,18.5,24,11.300000190734863,24,1022.2000122070312,24,9.0,24,4.699999809265137,24,9.899999618530273,15.0,3.0,0,0.0,0,0,0,0,0,0,2009-02-06
725315,94870,2009,2,16,25.200000762939453,24,17.799999237060547,24,1030.300048828125,24,9.800000190734863,24,5.699999809265137,24,9.899999618530273,22.0,15.800000190734863,1,0.0,0,0,0,0,0,0,2009-02-16
725300,94846,2009,8,20,71.9000015258789,24,63.900001525878906,24,1003.5999755859375,22,9.899999618530273,24,11.300000190734863,24,18.100000381469727,26.0,59.0,0,0.05999999865889549,0,0,0,0,0,0,2009-08-20
725320,14842,2009,3,30,38.099998474121094,24,29.0,24,1014.9000244140625,24,9.699999809265137,24,6.0,24,15.899999618530273,25.100000381469727,28.0,0,0.0,0,0,0,0,0,0,2009-03-30
725305,94892,2009,11,1,40.79999923706055,24,31.799999237060547,24,1021.2000122070312,24,9.600000381469727,24,3.700000047683716,24,9.899999618530273,22.0,30.200000762939453,1,0.0,0,0,0,0,0,0,2009-11-01
725305,94892,2009,11,5,44.900001525878906,24,30.399999618530273,24,1026.199951171875,24,9.600000381469727,24,7.099999904632568,24,12.0,19.0,32.0,0,0.0,0,0,0,0,0,0,2009-11-05
725300,94846,2009,3,5,45.79999923706055,24,31.5,24,1013.5999755859375,24,10.0,24,13.5,24,26.0,33.0,26.200000762939453,0,0.0,0,0,0,0,0,0,2009-03-05
725314,99999,2005,11,9,67.5999984741211,21,51.20000076293945,21,1014.5,21,10.0,21,9.5,21,15.0,22.0,55.400001525878906,1,0.0,0,0,0,0,0,0,2005-11-09
725314,99999,2005,4,14,53.29999923706055,21,36.400001525878906,21,1021.7999877929688,21,10.0,21,8.300000190734863,21,13.0,15.899999618530273,37.900001525878906,0,0.0,0,0,0,0,0,0,2005-04-14
725314,99999,2005,1,19,36.400001525878906,23,25.5,23,1022.2000122070312,19,9.899999618530273,23,8.899999618530273,23,15.0,19.0,26.600000381469727,1,0.0,0,0,0,0,0,0,2005-01-19
725305,99999,2005,11,5,50.599998474121094,23,44.099998474121094,23,1009.5999755859375,15,4.800000190734863,23,6.300000190734863,23,11.100000381469727,22.0,41.0,1,0.029999999329447746,0,0,0,0,0,0,2005-11-05
725326,99999,2005,11,20,41.29999923706055,24,33.29999923706055,24,1016.9375852304198,23,10.0,24,5.599999904632568,24,9.899999618530273,22.0,39.20000076293945,0,0.0,0,0,0,0,0,0,2005-11-20
725326,99999,2005,1,11,31.799999237060547,24,28.600000381469727,24,1016.9375852304198,23,4.900000095367432,24,7.900000095367432,24,13.0,22.0,28.399999618530273,0,0.0,0,0,0,0,0,0,2005-01-11
725326,99999,2005,4,21,51.29999923706055,24,39.20000076293945,24,1016.9375852304198,23,10.0,24,11.399999618530273,24,15.0,19.0,44.599998474121094,0,0.0,0,0,0,0,0,0,2005-04-21
725326,99999,2005,6,1,68.69999694824219,24,47.599998474121094,24,1016.9375852304198,23,10.0,24,9.300000190734863,24,15.899999618530273,22.0,51.79999923706055,1,0.0,0,0,0,0,0,0,2005-06-01
725316,99999,2005,7,4,77.5999984741211,24,65.0999984741211,24,1013.2999877929688,23,9.800000190734863,24,7.400000095367432,24,12.0,22.0,69.80000305175781,1,0.0,0,0,0,0,0,0,2005-07-04
725315,99999,2005,7,15,74.0,24,71.69999694824219,24,1013.5999755859375,22,5.300000190734863,24,5.199999809265137,24,11.100000381469727,20.0,69.80000305175781,1,0.05000000074505806,0,0,0,0,0,0,2005-07-15
725314,99999,2005,12,26,36.599998474121094,24,32.099998474121094,24,1015.5999755859375,23,10.0,24,7.400000095367432,24,16.899999618530273,22.899999618530273,33.099998474121094,0,0.029999999329447746,0,0,0,0,0,0,2005-12-26
725305,99999,2005,11,23,34.599998474121094,24,28.299999237060547,24,1000.7999877929688,21,8.300000190734863,24,9.800000190734863,24,19.0,29.899999618530273,24.100000381469727,0,0.009999999776482582,0,0,0,0,0,0,2005-11-23
725326,99999,2005,2,7,39.599998474121094,24,37.099998474121094,24,1016.9375852304198,23,2.4000000953674316,24,4.800000190734863,24,9.899999618530273,22.0,33.79999923706055,1,0.2800000011920929,0,0,0,0,0,0,2005-02-07
725327,99999,2005,11,27,46.599998474121094,24,41.0,24,1011.2999877929688,17,7.300000190734863,24,7.900000095367432,24,12.0,18.100000381469727,41.0,0,0.03999999910593033,0,0,0,0,0,0,2005-11-27
725320,14842,2005,10,17,60.400001525878906,24,44.70000076293945,24,1013.7999877929688,24,9.899999618530273,24,5.599999904632568,24,13.0,20.0,48.20000076293945,1,0.0,0,0,0,0,0,0,2005-10-17
725330,14827,2005,12,21,22.600000381469727,24,16.600000381469727,24,1024.300048828125,20,7.699999809265137,24,11.5,24,18.100000381469727,22.0,5.0,0,0.0,1,1,1,1,1,1,2005-12-21
725305,99999,2005,6,6,76.30000305175781,24,58.099998474121094,24,1009.7000122070312,24,10.0,24,12.0,24,20.0,26.0,63.0,0,0.0,0,0,0,0,0,0,2005-06-06
725314,99999,2005,12,20,20.100000381469727,24,12.600000381469727,24,1031.4000244140625,24,9.5,24,1.5,24,7.0,22.0,10.399999618530273,1,0.0,0,0,0,0,0,0,2005-12-20
725327,99999,2005,10,7,52.20000076293945,24,41.599998474121094,24,1019.4000244140625,23,10.0,24,6.199999809265137,24,14.0,19.0,48.900001525878906,0,0.0,0,0,0,0,0,0,2005-10-07
725305,99999,2005,9,20,69.69999694824219,24,58.20000076293945,24,1019.0,22,8.399999618530273,24,2.299999952316284,24,8.0,22.0,53.099998474121094,0,0.4000000059604645,1,1,1,1,1,1,2005-09-20
725317,99999,2005,12,26,33.79999923706055,24,30.0,24,1014.0,19,8.5,24,9.0,24,18.100000381469727,23.899999618530273,33.099998474121094,0,0.0,0,0,0,0,0,0,2005-12-26
725330,14827,2005,8,29,71.9000015258789,24,60.70000076293945,24,1012.4000244140625,24,9.300000190734863,24,2.9000000953674316,24,8.899999618530273,22.0,55.0,0,0.0,1,1,1,1,1,1,2005-08-29
725320,14842,2005,2,24,33.79999923706055,24,24.899999618530273,24,1021.9000244140625,24,8.300000190734863,24,2.5,24,5.099999904632568,22.0,21.0,0,0.0,0,0,0,0,0,0,2005-02-24
725300,94846,2005,2,8,31.399999618530273,24,27.200000762939453,24,1020.5999755859375,21,8.899999618530273,24,10.100000381469727,24,14.0,19.0,26.600000381469727,1,0.05999999865889549,1,1,1,1,1,1,2005-02-08
725314,99999,2005,9,8,77.30000305175781,24,64.19999694824219,24,1019.5,24,5.5,24,2.799999952316284,24,6.0,22.0,64.0,0,0.0,0,0,0,0,0,0,2005-09-08
725320,14842,2005,9,17,63.400001525878906,24,52.79999923706055,24,1018.7999877929688,20,7.5,24,1.5,24,6.0,22.0,51.099998474121094,0,0.0,1,1,1,1,1,1,2005-09-17
725316,99999,2005,7,18,78.9000015258789,24,72.80000305175781,24,1013.0999755859375,19,8.199999809265137,24,10.600000381469727,24,18.100000381469727,32.099998474121094,71.0999984741211,0,0.0,1,1,1,1,1,1,2005-07-18
725316,99999,2005,3,29,52.29999923706055,24,38.70000076293945,24,1008.5,24,9.800000190734863,24,8.600000381469727,24,20.0,25.100000381469727,33.79999923706055,1,0.0,0,0,0,0,0,0,2005-03-29
725300,94846,2005,10,15,60.70000076293945,24,38.79999923706055,24,1016.0999755859375,24,9.899999618530273,24,9.699999809265137,24,17.100000381469727,22.0,48.0,0,0.0,0,0,0,0,0,0,2005-10-15
725300,94846,2005,1,28,14.300000190734863,24,2.799999952316284,24,1036.9000244140625,24,9.899999618530273,24,8.199999809265137,24,12.0,22.0,1.899999976158142,0,0.019999999552965164,0,0,0,0,0,0,2005-01-28
725305,99999,2006,11,6,49.0,19,44.29999923706055,19,1020.4000244140625,12,7.099999904632568,19,7.199999809265137,19,9.899999618530273,22.0,44.099998474121094,0,0.11999999731779099,0,0,0,0,0,0,2006-11-06
725327,99999,2006,1,10,33.099998474121094,22,29.700000762939453,22,1027.5999755859375,19,7.0,22,2.200000047683716,22,9.899999618530273,22.0,24.799999237060547,1,0.0,0,0,0,0,0,0,2006-01-10
725315,99999,2006,2,21,27.899999618530273,23,18.600000381469727,23,1017.7000122070312,23,9.300000190734863,23,9.100000381469727,23,12.0,18.100000381469727,17.600000381469727,1,0.0,0,0,0,0,0,0,2006-02-21
725305,99999,2006,1,7,30.899999618530273,23,26.5,23,1008.2999877929688,19,6.599999904632568,23,10.600000381469727,23,18.100000381469727,22.0,26.600000381469727,1,0.0,0,0,0,0,0,0,2006-01-07
725316,99999,2006,12,4,18.5,23,11.100000381469727,23,1031.9000244140625,23,10.0,23,6.599999904632568,23,12.0,22.0,8.600000381469727,1,0.0,0,0,0,0,0,0,2006-12-04
725314,99999,2006,3,11,60.29999923706055,23,52.29999923706055,23,1010.5999755859375,21,9.5,23,7.199999809265137,23,13.0,16.899999618530273,50.0,1,0.36000001430511475,0,0,0,0,0,0,2006-03-11
725326,99999,2006,9,10,60.599998474121094,24,56.5,24,1016.9375852304198,23,8.5,24,9.300000190734863,24,15.0,20.0,55.400001525878906,0,0.4300000071525574,0,0,0,0,0,0,2006-09-10
725317,99999,2006,6,18,73.9000015258789,24,67.19999694824219,24,1012.5,15,8.300000190734863,24,9.199999809265137,24,13.0,25.100000381469727,69.0999984741211,0,0.6299999952316284,0,0,0,0,0,0,2006-06-18
725315,99999,2006,7,29,79.0,24,74.19999694824219,24,1016.0,24,7.900000095367432,24,5.800000190734863,24,8.899999618530273,22.0,70.0,0,0.029999999329447746,0,0,0,0,0,0,2006-07-29
725300,94846,2006,10,17,52.400001525878906,24,48.29999923706055,24,1001.5999755859375,23,6.599999904632568,24,9.300000190734863,24,15.0,16.899999618530273,48.0,0,0.8700000047683716,0,0,0,0,0,0,2006-10-17
725320,14842,2006,5,5,54.599998474121094,24,41.400001525878906,24,1016.7000122070312,24,10.0,24,6.5,24,14.0,18.100000381469727,45.0,0,0.0,0,0,0,0,0,0,2006-05-05
725305,99999,2006,10,19,43.0,24,38.400001525878906,24,1012.4000244140625,22,9.5,24,8.5,24,12.0,22.0,39.20000076293945,1,0.14000000059604645,0,0,0,0,0,0,2006-10-19
725315,99999,2006,10,1,62.099998474121094,24,45.70000076293945,24,1016.2999877929688,24,10.0,24,5.300000190734863,24,12.0,15.899999618530273,42.099998474121094,0,0.0,0,0,0,0,0,0,2006-10-01
725327,99999,2006,3,21,28.899999618530273,24,17.100000381469727,24,1018.9000244140625,24,10.0,24,12.800000190734863,24,19.0,26.0,24.100000381469727,0,0.0,0,0,0,0,0,0,2006-03-21
725300,94846,2006,4,4,44.70000076293945,24,24.399999618530273,24,1017.4000244140625,24,10.0,24,11.399999618530273,24,19.0,23.899999618530273,35.599998474121094,1,0.18000000715255737,0,0,0,0,0,0,2006-04-04
725330,14827,2006,2,7,24.899999618530273,24,16.299999237060547,24,1020.0999755859375,24,10.0,24,7.099999904632568,24,9.899999618530273,22.0,19.0,0,0.0,0,0,0,0,0,0,2006-02-07
725316,99999,2006,4,14,76.5,24,59.099998474121094,24,1006.2999877929688,21,9.800000190734863,24,14.600000381469727,24,22.0,29.899999618530273,71.5999984741211,1,0.0,0,0,0,0,0,0,2006-04-14
725300,94846,2006,2,24,30.399999618530273,24,12.699999809265137,24,1024.4000244140625,24,10.0,24,8.399999618530273,24,20.0,27.0,19.0,1,0.0,0,0,0,0,0,0,2006-02-24
725316,99999,2006,12,13,44.79999923706055,24,38.099998474121094,24,1017.5999755859375,22,7.900000095367432,24,9.699999809265137,24,15.899999618530273,21.0,35.599998474121094,1,0.10000000149011612,0,0,0,0,0,0,2006-12-13
725316,99999,2006,8,28,76.9000015258789,24,70.9000015258789,24,1010.2000122070312,14,7.5,24,6.800000190734863,24,21.0,25.100000381469727,71.5999984741211,1,1.4700000286102295,1,1,1,1,1,1,2006-08-28
725315,99999,2006,7,22,67.80000305175781,24,60.0,24,1014.9000244140625,19,9.0,24,9.899999618530273,24,20.0,26.0,60.099998474121094,0,0.4000000059604645,0,0,0,0,0,0,2006-07-22
725314,99999,2006,6,4,71.9000015258789,24,55.70000076293945,24,1014.2000122070312,24,10.0,24,4.199999809265137,24,8.899999618530273,22.0,61.0,0,0.0,0,0,0,0,0,0,2006-06-04
725320,14842,2006,12,4,12.600000381469727,24,6.5,24,1030.9000244140625,22,9.399999618530273,24,7.5,24,13.0,22.0,3.200000047683716,1,0.0,0,0,0,0,0,0,2006-12-04
725330,14827,2006,10,21,48.20000076293945,24,37.400001525878906,24,1014.7000122070312,24,9.699999809265137,24,8.300000190734863,24,15.0,21.0,39.0,0,0.0,0,0,0,0,0,0,2006-10-21
725317,99999,2006,11,6,49.29999923706055,24,39.0,24,1021.9000244140625,24,9.899999618530273,24,6.900000095367432,24,11.100000381469727,22.0,46.400001525878906,1,0.0,0,0,0,0,0,0,2006-11-06
725317,99999,2007,5,2,67.69999694824219,21,60.29999923706055,21,1013.0999755859375,17,7.800000190734863,21,4.199999809265137,21,11.100000381469727,22.0,62.099998474121094,0,0.029999999329447746,0,0,0,0,0,0,2007-05-02
725320,14842,2007,3,17,32.400001525878906,22,19.700000762939453,22,1026.300048828125,22,8.800000190734863,22,2.4000000953674316,22,8.0,22.0,24.799999237060547,1,0.0,0,0,0,0,0,0,2007-03-17
725327,99999,2007,11,19,44.400001525878906,22,40.79999923706055,22,1021.2000122070312,14,4.900000095367432,22,7.5,22,9.899999618530273,22.0,36.0,0,0.0,0,0,0,0,0,0,2007-11-19
725317,99999,2007,3,22,64.5999984741211,23,53.5,23,1017.5,20,9.699999809265137,23,10.300000190734863,23,15.0,26.0,61.0,0,0.27000001072883606,0,0,0,0,0,0,2007-03-22
725314,99999,2007,4,25,67.9000015258789,23,60.599998474121094,23,1007.9000244140625,22,9.600000381469727,23,5.900000095367432,23,19.0,23.899999618530273,60.79999923706055,1,0.6399999856948853,0,0,0,0,0,0,2007-04-25
725320,14842,2007,3,11,41.79999923706055,23,26.0,23,1029.9000244140625,23,9.5,23,3.0999999046325684,23,7.0,22.0,25.0,0,0.0,0,0,0,0,0,0,2007-03-11
725316,99999,2007,4,8,35.599998474121094,23,19.399999618530273,23,1019.9000244140625,23,10.0,23,6.900000095367432,23,12.0,14.0,32.0,0,0.0,0,0,0,0,0,0,2007-04-08
725326,99999,2007,11,1,42.099998474121094,24,24.0,24,1016.9375852304198,23,10.0,24,6.0,24,13.0,16.899999618530273,28.399999618530273,0,0.0,0,0,0,0,0,0,2007-11-01
725326,99999,2007,1,22,25.799999237060547,24,21.0,24,1016.9375852304198,23,7.400000095367432,24,7.0,24,12.0,22.0,23.0,0,0.0,0,0,0,0,0,0,2007-01-22
725326,99999,2007,8,21,75.0999984741211,24,70.19999694824219,24,1016.9375852304198,23,7.300000190734863,24,4.0,24,9.899999618530273,22.0,69.80000305175781,1,0.05999999865889549,0,0,0,0,0,0,2007-08-21
725314,99999,2007,1,11,43.5,24,30.700000762939453,24,1018.9000244140625,23,10.0,24,10.0,24,15.899999618530273,25.100000381469727,35.099998474121094,0,0.0,0,0,0,0,0,0,2007-01-11
725317,99999,2007,1,14,37.29999923706055,24,35.70000076293945,24,1021.5,17,5.5,24,7.699999809265137,24,12.0,22.0,35.599998474121094,1,0.029999999329447746,1,1,1,1,1,1,2007-01-14
725320,14842,2007,2,24,30.299999237060547,24,20.899999618530273,24,1017.7000122070312,20,8.800000190734863,24,13.5,24,20.0,28.0,27.0,0,0.5699999928474426,1,1,1,1,1,1,2007-02-24
725314,99999,2007,3,3,32.20000076293945,24,19.0,24,1011.5,23,8.699999809265137,24,12.800000190734863,24,22.0,27.0,26.100000381469727,0,0.0,0,0,0,0,0,0,2007-03-03
725330,14827,2007,5,25,72.5999984741211,24,58.400001525878906,24,1023.0999755859375,24,8.199999809265137,24,7.800000190734863,24,15.899999618530273,22.0,60.099998474121094,0,0.0,0,0,0,0,0,0,2007-05-25
725327,99999,2007,2,12,26.5,24,22.100000381469727,24,1022.7999877929688,19,5.300000190734863,24,5.300000190734863,24,8.0,22.0,24.100000381469727,0,0.0,0,0,0,0,0,0,2007-02-12
725314,99999,2007,12,9,33.29999923706055,24,33.099998474121094,24,1025.5999755859375,17,4.5,24,6.099999904632568,24,8.899999618530273,22.0,32.0,1,0.23000000417232513,1,1,1,1,1,1,2007-12-09
725315,99999,2007,5,22,72.69999694824219,24,42.599998474121094,24,1018.2999877929688,24,10.0,24,11.300000190734863,24,20.0,25.100000381469727,55.400001525878906,1,0.0,0,0,0,0,0,0,2007-05-22
725330,14827,2007,2,5,-1.5,24,-11.300000190734863,24,1032.300048828125,24,10.0,24,12.5,24,18.100000381469727,19.0,-7.599999904632568,1,0.0,0,0,0,0,0,0,2007-02-05
725300,94846,2007,3,15,35.79999923706055,24,28.299999237060547,24,1022.7000122070312,20,9.699999809265137,24,13.899999618530273,24,23.899999618530273,32.099998474121094,30.200000762939453,1,0.1599999964237213,0,0,0,0,0,0,2007-03-15
725316,99999,2007,11,27,37.400001525878906,24,28.200000762939453,24,1025.9000244140625,24,8.800000190734863,24,7.300000190734863,24,14.0,19.0,30.0,0,0.07999999821186066,0,0,0,0,0,0,2007-11-27
725317,99999,2007,2,14,14.600000381469727,24,9.699999809265137,24,1022.5,16,6.699999809265137,24,15.699999809265137,24,28.0,35.900001525878906,8.600000381469727,1,0.14000000059604645,1,1,1,1,1,1,2007-02-14
725330,14827,2007,5,20,67.19999694824219,24,44.29999923706055,24,1017.2999877929688,24,10.0,24,10.300000190734863,24,15.0,19.0,46.0,0,0.0,0,0,0,0,0,0,2007-05-20
725327,99999,2007,8,12,76.69999694824219,24,67.0,24,1018.0999755859375,23,9.899999618530273,24,4.400000095367432,24,12.0,28.899999618530273,66.0,0,0.0,0,0,0,0,0,0,2007-08-12
725320,14842,2007,11,15,39.900001525878906,24,21.299999237060547,24,1018.5999755859375,24,10.0,24,10.0,24,15.899999618530273,27.0,35.099998474121094,0,0.0,0,0,0,0,0,0,2007-11-15
725315,99999,2007,7,23,68.4000015258789,24,55.900001525878906,24,1020.2999877929688,24,10.0,24,3.0,24,6.0,22.0,55.0,0,0.0,0,0,0,0,0,0,2007-07-23
725316,99999,2007,6,11,73.4000015258789,24,50.400001525878906,24,1018.0999755859375,24,10.0,24,4.800000190734863,24,12.0,14.0,55.400001525878906,1,0.0,0,0,0,0,0,0,2007-06-11
725326,99999,2008,1,13,31.399999618530273,24,26.700000762939453,24,1016.9375852304198,23,5.400000095367432,24,11.600000381469727,24,18.100000381469727,20.0,26.600000381469727,1,0.0,0,0,0,0,0,0,2008-01-13
725326,99999,2008,11,23,29.899999618530273,24,18.299999237060547,24,1016.9375852304198,23,9.800000190734863,24,3.5,24,7.0,22.0,17.600000381469727,1,0.0,0,0,0,0,0,0,2008-11-23
725326,99999,2008,11,1,52.29999923706055,24,43.5,24,1016.9375852304198,23,7.800000190734863,24,5.900000095367432,24,14.0,22.0,42.79999923706055,0,0.0,0,0,0,0,0,0,2008-11-01
725326,99999,2008,4,29,40.5,24,29.5,24,1016.9375852304198,23,10.0,24,6.599999904632568,24,18.100000381469727,25.100000381469727,33.79999923706055,1,0.009999999776482582,0,0,0,0,0,0,2008-04-29
725317,99999,2008,2,29,37.0,24,29.700000762939453,24,1018.0,21,8.899999618530273,24,11.300000190734863,24,19.0,27.0,30.0,0,0.009999999776482582,0,0,0,0,0,0,2008-02-29
725316,99999,2008,2,22,21.899999618530273,24,18.600000381469727,24,1015.4000244140625,16,6.5,24,9.100000381469727,23,26.0,22.0,19.399999618530273,1,0.0,1,1,1,1,1,1,2008-02-22
